"Player","Start","End","Matches","Innings","Balls","Runs","Wickets","Average","Economy","StrikeRate","BestBowlingInnings","FourWickets","FiveWickets"
"Samiur Rahman ",1986,1986,2,2,60,30,0,Inf,3,Inf,NA,0,0
"Sami Faridi ",2008,2008,3,3,60,63,0,Inf,6.3,Inf,NA,0,0
"Sandeep Goud ",2019,2020,11,2,24,23,0,Inf,5.75,Inf,NA,0,0
"Sarfaraz Ahmed ",2007,2019,116,1,12,15,0,Inf,7.5,Inf,NA,0,0
"GR Sealy ",1979,1979,3,1,36,21,0,Inf,3.5,Inf,NA,0,0
"RD Shah ",1998,2007,56,4,60,72,0,Inf,7.2,Inf,NA,0,0
"A Shamshudeen ",2007,2007,1,1,18,24,0,Inf,8,Inf,NA,0,0
"Shamsur Rahman ",2013,2014,10,1,6,13,0,Inf,13,Inf,NA,0,0
"Shariful Haque ",1998,1998,1,1,18,21,0,Inf,7,Inf,NA,0,0
"KV Sharma ",2014,2014,2,2,114,125,0,Inf,6.57894736842105,Inf,NA,0,0
"S Shivnarine ",1978,1978,1,1,18,16,0,Inf,5.33333333333333,Inf,NA,0,0
"DJM Short ",2018,2020,8,5,90,114,0,Inf,7.6,Inf,NA,0,0
"Shuvagata Hom ",2011,2011,4,1,12,9,0,Inf,4.5,Inf,NA,0,0
"NS Sidhu ",1987,1998,136,2,4,3,0,Inf,4.5,Inf,NA,0,0
"EHSN Silva ",2008,2008,1,1,42,33,0,Inf,4.71428571428571,Inf,NA,0,0
"KJ Silva ",1995,1995,1,1,48,55,0,Inf,6.875,Inf,NA,0,0
"RW Sims ",2002,2003,3,3,132,127,0,Inf,5.77272727272727,Inf,NA,0,0
"VRV Singh ",2006,2006,2,2,72,105,0,Inf,8.75,Inf,NA,0,0
"Skhawat Ali ",2008,2014,4,1,48,68,0,Inf,8.5,Inf,NA,0,0
"MJ Slater ",1993,1997,42,2,12,11,0,Inf,5.5,Inf,NA,0,0
"DS Smith ",2003,2013,47,2,17,17,0,Inf,6,Inf,NA,0,0
"M Smith ",2008,2008,1,1,12,14,0,Inf,7,Inf,NA,0,0
"SB Smith ",1983,1985,28,2,7,5,0,Inf,4.28571428571429,Inf,NA,0,0
"Sohail Fazal ",1989,1989,2,1,6,4,0,Inf,4,Inf,NA,0,0
"CM Spearman ",1995,2001,51,1,3,6,0,Inf,12,Inf,NA,0,0
"IM Stanger ",1999,2006,5,2,54,56,0,Inf,6.22222222222222,Inf,NA,0,0
"MP Stead ",1979,1979,2,2,29,24,0,Inf,4.96551724137931,Inf,NA,0,0
"DS Steele ",1976,1976,1,1,6,9,0,Inf,9,Inf,NA,0,0
"AJ Strauss ",2003,2011,127,1,6,3,0,Inf,3,Inf,NA,0,0
"Sultan Ahmed ",2019,2019,2,2,72,58,0,Inf,4.83333333333333,Inf,NA,0,0
"Tamim Iqbal ",2007,2020,207,2,6,13,0,Inf,13,Inf,NA,0,0
"Tanbir Hayder ",2016,2016,2,2,60,67,0,Inf,6.7,Inf,NA,0,0
"CJ Tavare ",1980,1984,29,1,12,3,0,Inf,1.5,Inf,NA,0,0
"JP Taylor ",1993,1993,1,1,18,20,0,Inf,6.66666666666667,Inf,NA,0,0
"LB Taylor ",1986,1986,2,2,84,47,0,Inf,3.35714285714286,Inf,NA,0,0
"LRPL Taylor ",2006,2020,232,4,42,35,0,Inf,5,Inf,NA,0,0
"EP Thompson ",2009,2009,1,1,24,42,0,Inf,10.5,Inf,NA,0,0
"LO Tikolo ",1996,1996,3,3,48,55,0,Inf,6.875,Inf,NA,0,0
"GS Trimble ",1986,1986,2,1,24,32,0,Inf,8,Inf,NA,0,0
"GM Turner ",1973,1983,41,1,6,0,0,NA,0,Inf,NA,0,0
"Umar Amin ",2010,2018,16,3,42,24,0,Inf,3.42857142857143,Inf,NA,0,0
"TP Ura ",2014,2019,26,1,6,12,0,Inf,12,Inf,NA,0,0
"Usman Mushtaq ",2015,2015,1,1,12,9,0,Inf,4.5,Inf,NA,0,0
"RV Uthappa ",2006,2015,46,1,2,0,0,NA,0,Inf,NA,0,0
"CJPG van Zyl ",1992,1992,2,2,108,93,0,Inf,5.16666666666667,Inf,NA,0,0
"JCB Vaughan ",1979,1979,3,2,66,36,0,Inf,3.27272727272727,Inf,NA,0,0
"DB Vengsarkar ",1976,1991,129,1,6,4,0,Inf,4,Inf,NA,0,0
"KDK Vithanage ",2013,2014,6,2,12,17,0,Inf,8.5,Inf,NA,0,0
"Wahidul Gani ",1988,1988,1,1,36,32,0,Inf,5.33333333333333,Inf,NA,0,0
"Waqas Barkat ",2014,2018,10,4,90,75,0,Inf,5,Inf,NA,0,0
"DA Warner ",2009,2020,123,1,6,8,0,Inf,8,Inf,NA,0,0
"SR Waters ",2008,2011,20,1,18,14,0,Inf,4.66666666666667,Inf,NA,0,0
"M Watkinson ",1996,1996,1,1,54,43,0,Inf,4.77777777777778,Inf,NA,0,0
"AP Weerakkody ",1994,1994,1,1,36,41,0,Inf,6.83333333333333,Inf,NA,0,0
"SR Welsh ",2006,2008,3,3,120,147,0,Inf,7.35,Inf,NA,0,0
"JM Wiener ",1979,1980,7,2,24,34,0,Inf,8.5,Inf,NA,0,0
"CB Wishart ",1996,2005,90,1,12,12,0,Inf,6,Inf,NA,0,0
"WA Wisneski ",2000,2000,3,3,114,123,0,Inf,6.47368421052632,Inf,NA,0,0
"GH Worker ",2015,2018,10,1,6,5,0,Inf,5,Inf,NA,0,0
"JG Wright ",1978,1992,149,3,24,8,0,Inf,2,Inf,NA,0,0
"Yasir Hameed ",2003,2007,56,3,18,26,0,Inf,8.66666666666667,Inf,NA,0,0
"Zakir Hasan ",1997,1997,1,1,12,17,0,Inf,8.5,Inf,NA,0,0
"Zakir Hossain ",1998,1998,1,1,24,18,0,Inf,4.5,Inf,NA,0,0
"Zakiullah Zaki ",2012,2012,1,1,24,27,0,Inf,6.75,Inf,NA,0,0
"Zawar Farid ",2020,2020,1,1,36,29,0,Inf,4.83333333333333,Inf,NA,0,0
"C Zhuwao ",2008,2018,9,2,19,21,0,Inf,6.63157894736842,Inf,NA,0,0
"Aaron Jones ",2019,2020,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abdul Jabbar ",2007,2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abdul Rehman ",2004,2004,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abdul Shakoor ",2015,2018,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abid Ali ",2019,2019,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CJ Adams ",1998,2000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adnan Akmal ",2011,2012,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adnan Mufti ",2017,2018,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afsar Zazai ",2014,2017,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA Agarwal ",2020,2020,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aijaz Ali ",2004,2004,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akhtar Sarfraz ",1997,1998,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akshay Homraj ",2019,2020,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alawi Shukri ",2008,2008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP Alexander ",2004,2004,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MJD Allingham ",1999,1999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Al Sahariar ",1999,2003,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S Amarnath ",1978,1978,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SW Ambris ",2017,2020,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TR Ambrose ",2008,2008,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DL Amiss ",1972,1977,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amjad Ali ",2008,2015,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM Amla ",2008,2019,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anamul Haque ",2012,2019,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RW Anderson ",1976,1978,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anil Dalpat ",1984,1986,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ankur Vasishta ",2014,2014,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZS Ansari ",2015,2015,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anwar Hossain ",2002,2002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V Aravind ",2019,2020,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KJ Arnott ",1987,1993,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arshad Pervez ",1978,1978,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J Arun Lal ",1982,1989,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asghar Ali ",2004,2004,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ashraf Ali ",1980,1985,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asif Mahmood ",1998,1998,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK Atai ",2019,2019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA Atherton ",1990,1998,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atiq-uz-Zaman ",2000,2000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ Atkinson ",2008,2017,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azam Khan ",1996,1998,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azmat Rana ",1978,1978,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJ Baard ",2019,2020,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Babar Azam ",2015,2019,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SFAF Bacchus ",1978,1983,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S Badrinath ",2008,2011,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A Bagai ",2003,2013,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GJ Bailey ",2012,2016,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD Bailey ",1998,1998,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DL Bairstow ",1979,1984,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JM Bairstow ",2011,2020,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S Baksh ",1979,1979,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GS Ballance ",2013,2015,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T Banton ",2020,2020,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB Barath ",2010,2012,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GD Barlow ",1976,1977,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEF Barnett ",2006,2010,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KJ Barnett ",1988,1988,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DM Basden ",2007,2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IPP Batuwitarachchi ",2008,2008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D Bau ",2016,2017,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CS Baugh ",2003,2012,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T Bavuma ",2016,2020,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AC Bedade ",1994,1994,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD Bell ",1998,2001,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MR Benson ",1986,1986,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AR Berenger ",2014,2015,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B Bhandari ",2019,2020,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M Bhanuka ",2019,2019,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RA Bhatti ",2011,2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IS Billcliff ",2003,2009,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SW Billings ",2015,2018,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GA Bishop ",1987,1987,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE Blain ",1986,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G Blakeney ",2009,2009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RJ Blakey ",1992,1993,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TA Blundell ",2020,2020,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LE Bosman ",2006,2010,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MV Boucher ",1998,2011,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DM Bravo ",2009,2020,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JP Bray ",2006,2007,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JM Brearley ",1977,1980,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GA Briant ",1993,1993,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NT Broom ",2009,2017,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RD Brown ",1983,1987,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO Browne ",1995,2005,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PA Browne ",2008,2008,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DG Brownlie ",2012,2017,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GK Bruk-Jackson ",1993,1993,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JA Burns ",2015,2015,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AR Butcher ",1980,1980,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RO Butcher ",1980,1981,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JC Buttler ",2012,2019,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AF Buurman ",2007,2011,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RJ Campbell ",2002,2002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT Carey ",2018,2020,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SV Carlisle ",1995,2005,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C Carter ",2015,2018,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HWR Cartwright ",2017,2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ Celestine ",2007,2008,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RW Chakabva ",2008,2020,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LD Chandimal ",2010,2019,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VB Chandrasekhar ",1988,1990,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MS Chapman ",2015,2020,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CJD Chappell ",1979,1979,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB Chari ",2015,2019,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CPS Chauhan ",1978,1981,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M Cheruparambil ",2004,2004,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chirag Suri ",2018,2020,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DN Chudasama ",1996,1999,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DR Chumney ",2003,2007,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NE Clarke ",1996,1996,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRJ Coleman ",2013,2015,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PG Coman ",1973,1974,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AN Cook ",2006,2014,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G Cook ",1981,1983,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SJ Cook ",1991,1993,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BN Cooper ",2013,2019,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK Coventry ",2003,2015,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MC Cowdrey ",1971,1971,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT Crandon ",2009,2009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JP Crawley ",1994,1999,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS Crockwell ",2009,2009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MH Cross ",2014,2019,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V Dahiya ",2000,2001,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WM Darling ",1978,1982,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SS Das ",2001,2002,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D Dasgupta ",2001,2001,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PB Dassanayake ",1993,1994,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H Davids ",2013,2013,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AG Davies ",1999,1999,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SG Davies ",1996,1996,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM Davies ",2009,2011,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IC Davis ",1974,1977,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ Dawood ",2009,2010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG de Alwis ",1983,1988,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q de Kock ",2013,2020,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MH Denness ",1973,1975,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FA Dennis ",1979,1979,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JH Desai ",2004,2004,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SI de Saram ",1999,2001,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AM de Silva ",1986,1993,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SKL de Silva ",1997,1997,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Dharmani ",1996,1996,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S Dhawan ",2010,2020,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HS Dhillon ",2006,2006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dhiman Ghosh ",2008,2008,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N Dickwella ",2014,2019,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP Diepeveen ",2011,2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SS Dighe ",2000,2001,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HH Dippenaar ",1999,2007,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MJ Di Venuto ",1997,1997,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K Doriga ",2017,2019,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRM Douglas ",2008,2008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MW Douglas ",1994,1995,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TM Dowlin ",2009,2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PR Downton ",1977,1988,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SO Dowrich ",2019,2019,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BM Duckett ",2016,2016,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T Duffin ",2006,2007,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJL Dujon ",1981,1991,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CI Dunusinghe ",1995,1995,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GC Dyer ",1986,1988,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J Dyson ",1980,1983,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J Edness ",2007,2008,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JH Edrich ",1971,1975,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KA Edwards ",2011,2014,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R Edwards ",1972,1975,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA Edwards ",2018,2019,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MTG Elliott ",1997,1997,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PA Emery ",1994,1994,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FM Engineer ",1974,1975,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR Ervine ",2010,2019,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EA Essop-Adam ",1992,1992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fahad Nawaz ",2019,2019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fahad Usman ",2004,2004,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faisal Athar ",2003,2003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faruk Ahmed ",1988,1999,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY Fazal ",2016,2016,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CJ Ferguson ",2009,2011,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N Fernandes ",2008,2008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ER Fernando ",1975,1975,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ERNS Fernando ",1983,1983,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNK Fernando ",1994,1994,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIA Fernando ",2016,2020,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J Figy ",2019,2020,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SE Findlay ",2008,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R Flannigan ",2010,2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KWR Fletcher ",1971,1982,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BT Foakes ",2019,2019,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJ Forrest ",2012,2012,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC Fortuin ",2020,2020,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JS Foster ",2001,2002,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G Fowler ",1983,1986,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ Franklin ",1983,1988,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BN French ",1985,1988,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PG Fulton ",2004,2009,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS Gabriel ",1984,1984,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DJ Gandhi ",1999,2000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HJW Gardiner ",2013,2015,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LV Garrick ",2001,2001,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LK Germon ",1994,1997,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ghulam Ali ",1993,1995,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ghulam Shabber ",2017,2019,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T Gibbons ",2006,2006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HH Gibbs ",1996,2010,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AC Gilchrist ",1996,2008,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PG Gillespie ",2006,2007,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DM Gondaria ",2013,2013,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM Goonatilleke ",1982,1982,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IJ Gould ",1983,1983,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZE Green ",2019,2020,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AE Greenidge ",1978,1978,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG Griffith ",1996,2000,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R Gunasekera ",2008,2014,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AAW Gunawardena ",1994,1994,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DA Gunawardene ",1998,2006,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK Gupta ",1996,2001,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gurdeep Singh ",2013,2013,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gursharan Singh ",1990,1990,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BJ Haddin ",2001,2015,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BG Hadlee ",1975,1975,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hafizur Rahman ",1986,1986,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS Haire ",2008,2008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OJ Hairs ",2010,2010,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AD Hales ",2014,2019,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD Hall ",2010,2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JH Hampshire ",1971,1972,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hamza Tariq ",2011,2014,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
